Link,Text,Headline,Datum,Zeitschrift,Rubrik,Land,Land(Herkunft),Stadt
https://www.airliners.de/gars-webinar-serie-thema-covid-aviation/56058,"Die German Aviation Research Society (GARS) lädt zu einer Webinar-Serie zum Thema ""Covid & Aviation"" ein. Eine Panel-Diskussion zu ""Air Traffic Management und Corona"" findet online am 23. Juni um 10:00 Uhr statt. Die Teilnahme ist kostenlos, eine Anmeldung ist notwendig. GARS-Mitglieder haben Vorrang.","GARS lädt zu Webinar-Serie zum Thema ""Covid & Aviation"" ein",19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/175-ziele-frankfurt-ende-monats/56056,"Mit der aufgehobenen Reisewarnung des
Auswärtigen Amtes für viele Länder Europas wächst auch das
Flugangebot am Frankfurter Flughafen. Ende Juni sind wieder Flüge zu
175 Zielorten geplant, davon 50 interkontinental, teilte der
Flughafenbetreiber Fraport mit.",175 Ziele ab Frankfurt bis Ende des Monats,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/arcus-air-group-logistiksparte/56055,"Die Arcus Air Group aus Zweibrücken hat nach eigener Auskunft ihre Logistiksparte mit sofortiger Wirkung an Chapman Freeborn verkauft, die wiederum Teil der osteuropäischen Unternehmensgruppe Avia Solutions Group. Arcus-Air werde dabei weiterhin zwei Frachtflugzeuge vom Typ Dornier 228-212 im Auftrag von Chapman Freeborn betreiben, sich jedoch künftig vor allem auf den Passagier- und Executive-AviationBERreich konzentrieren.",Arcus Air Group verkauft Logistiksparte,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/lot-passagierfluege-anfang-juli/56054,"Lot nimmt zum 1. Juli wieder internationale Passagierflüge auf, die im Zuge der Corona-Krise bereits am 13. März gestoppt wurden. In Deutschland werden Düsseldorf (täglich) und Berlin (sechsmal pro Woche) von Warschau aus angeflogen.",Lot nimmt internationale Passagierflüge Anfang Juli wieder auf,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/bisher-500-deutsche-testurlauber-mallorca/56053,"Etwa 3500 Urlauber aus Deutschland werden laut balearischer Regionalregierung
im Rahmen eines Pilotprojektes bis Ende der Woche nach Mallorca und Ibiza
gereist sein. Ursprünglich sollten bis zum 1. Juli bis zu 10.900
Gäste aus Deutschland zu den spanischen Inseln reisen dürfen, bevor
sich auch das ganze Land wieder für ausländische Urlauber öffnet.",Bisher 3.500 Deutsche als Testurlauber auf Mallorca,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/delta-airlines-global-cleanliness-division/56052,"Delta Air Lines hat als Antwort auf die Covid-Pandemie eine neue Abteilung im Unternehmen aus der Taufe gehoben, die sich langfristig um die Weiterentwicklung der Hygienestandards des Legacy-Carriers kümmern soll. Die ""Global Cleanliness Division"" unterstehe dem Vizevorsitzenden Mike Medeiros und könne auf Teams im ganzen Unetrnehmen zurückgreifen, so Delta.","Delta Airlines stellt ""Global Cleanliness Division"" auf",19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/erster-passagierflug-monaten-flughafen-leipzig-halle/56051,"Während der Frachtverkehr in Leipzig/Halle auch in der Corona-Krise gut lief, ging im Passagierverkehr monatelang gar nichts. Jetzt geht es wieder los, wenn auch in überschaubarem Umfang.
            
Am Flughafen Leipzig/Halle startet nach einer Corona-Pause der Passagierverkehr wieder. Der erste Abflug und die erste Ankunft seien für Freitagabend geplant, sagte Flughafensprecher Uwe Schuhart in Leipzig. Es handle sich um Flüge der Fluggesellschaft Wizz Air nach Kiew in die Ukraine und zurück. Der Linienflugverkehr laufe damit wieder sukzessiv an, wenn auch zunächst nur langsam.
Seit dem 24. März hoben wegen der Corona-Krise keine Passagiermaschinen mehr regulär ab. Lediglich Erntehelferflüge und Rückholflüge von Urlaubern, die vorübergehend im Ausland feststeckten, wurden über den Flughafen abgewickelt. Auch der Frachtverkehr lief weiter. Der Flughafen befindet sich unweit der Landesgrenze von Sachsen und Sachsen-Anhalt. In der Regel starten von dort aus Flüge in Länder wie Ägypten, Tunesien oder Bulgarien.
 Lesen Sie auch: Leipzig-Halle vermeldet sattes Cargo-Wachstum für April",Erster Passagierflug seit drei Monaten am Flughafen Leipzig/Halle,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/flughafen-hamburg-mitte-juli-70-ziele/56050,"Vom Flughafen Hamburg sollen bis Mitte Juli wieder mehr als 70 Ziele angeflogen werden, teilte der Betreiber mit. Derzeit sind es noch rund 40 Destinationen. In den kommenden Wochen kehren vor allem die klassischen Mittelmeerziele in den Flugplan zurück.
            
Nach der Lockerung der Reisebeschränkungen in Europa wegen der Corona-Pandemie wollen zahlreiche Airlines wieder mehr Flüge ab Hamburg anbieten. Die klassischen Urlaubsziele wie Spanien, Griechenland, Türkei, Kroatien und Italien kehrten in den Flugplan zurück und seien buchbar, teilte der Helmut-Schmidt-Flughafen am Freitag mit. Voraussichtlich werde sich die Zahl der Ziele bis Mitte Juli auf mehr als 70 erhöhen. Derzeit sind es noch rund 40 Destinationen.
Eine Sprecherin des Airports versicherte: ""Wir am Flughafen sorgen mit umfassenden Abstands- und Hygienemaßnahmen dafür, dass sich unsere Gäste wohl und sicher fühlen können."" Es gelte eine Maskenpflicht, die vorgeschriebenen Abstände seien am Boden und auf Sitzflächen markiert. Zudem seien Plexiglasscheiben und Desinfektionsspender aufgestellt worden.
Ein Bustransport zu den Flugzeugen soll möglichst vermieden werden. Es sei wichtig, dass sich die Fluggäste an die Vorschriften hielten und auf sich selbst sowie andere achteten. Ein mobiles Serviceteam werde sie dabei unterstützen.
 Lesen Sie auch: Klage gegen Hamburger Flughafenausbau abgewiesen",Flughafen Hamburg will bis Mitte Juli wieder 70 Ziele anbieten,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/lufthansa-technik-kundenmagazin/56048,"Die Lufthansa Technik wird ihr Magazin ""Connection"" vorerst nicht mehr drucken. Im Zuge der Corona-Krise habe man sich entschieden, stattdessen verstärkt auf digitale Lösungen zu setzen, teilte der MRO-Dienstleister seinen Kunden in einem Anschreiben mit.",Lufthansa Technik stellt Kundenmagazin ein,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/jetzt-lufthansa-rettungspaket/56047,"Das staatliche Rettungspaket für die Lufthansa wackelt gewaltig. Nicht nur Großaktionär Thiele will nachverhandeln, auch Gewerkschaften melden sich mit neuen Forderungen. Der Konzern selbst braucht wegen anderer Staatshilfen weniger Geld und Deutschland stört sich an den Wien-Klauseln in Österreich.
            
Der Lufthansa-Großaktionär Heinz Hermann Thiele will nach Informationen des ""Handelsblatts"" mit der Bundesregierung möglichst noch vor Ende der Woche über das Rettungspaket reden. Derzeit werde nach einem Termin gesucht, an dem der Unternehmer mit Finanzminister Olaf Scholz (SPD) zusammentreffen könne, berichtete die Zeitung unter Berufung auf ""informierte Kreise"".
Eine Bestätigung für eine Unterredung gab es zunächst nicht. Thiele hatte vor der entscheidenden Aktionärsversammlung am kommenden Donnerstag das staatliche Rettungspaket infrage gestellt. Er stößt sich vor allem an der vorgesehenen Beteiligung des Bundes von 20 Prozent für einen viel zu günstigen Preis und will den Plan nachverhandeln.
Der Münchner Unternehmer ist seit Kurzem größter Einzelaktionär des Luftfahrtkonzerns und könnte den Rettungsplan blockieren. Thieles Sorge ist zudem, dass die Regierung in ihrer Rolle als Lufthansa-Aktionär einen Stellenabbau und damit die Sanierung erschweren könnte. Als Kompromisslösung kann sich Thiele etwa eine indirekte Beteiligung der staatlichen KfW-Bank vorstellen, die sich politisch komplett zurückhalte.
Verdi fordert weitgehendes Mitspracherecht des Bundes bei Lufthansa
Ganz anders stellen sich das die Gewerkschaften vor. Die Dienstleistungsgewerkschaft Verdi fordert nun sogar ein weitergehendes Mitspracherecht des Bundes bei der Rettung der Lufthansa. Die geplante Staatshilfe von neun Milliarden Euro für das durch die Corona-Krise schwer angeschlagene Unternehmen müsse auch ""Mitgestaltungsmöglichkeiten"" der Bundesregierung mit sich bringen, etwa im Aufsichtsrat, sagte Verdi-Chef Frank Werneke den Zeitungen der Funke Mediengruppe.
Die zwischen der Bundesregierung und der Lufthansa erzielte Einigung sieht vor, dass der Bund ein Mitspracherecht bei der Besetzung von zwei der 20 Posten im Aufsichtsrat bekommt.
Werneke verlangte den Erhalt von ""möglichst vielen"" Arbeitsplätzen bei der Lufthansa. Wer staatliche Hilfen in diesem Umfang bekomme, übernehme beim Schutz von Jobs ""eine besondere Verantwortung"", betonte er. Bei der Lufthansa stehen 22.000 Stellen auf der Kippe, die Hälfte davon in Deutschland. Derzeit verhandelt die Lufthansa über ein Sparpaket samt Stellenabbau mit den Gewerkschaften Vereinigung Cockpit (VC), Unabhängige Flugbegleiter Organisation (Ufo) und Verdi. Bis zum 22. Juni sollen konkrete Ergebnisse vorliegen.
 Lesen Sie auch: Lufthansa warnt bei ausbleibender Staatshilfen-Zustimmung vor Insolvenz

Die Ufo appelliert derweil an alle Lufthansa-Aktionäre, ihr Stimmrecht bei der außerordentlichen Hauptversammlung am 25. Juni wahrzunehmen und die Umsetzung des Lufthansa Stabilitätspakets zu ermöglichen. Die Aktionäre hätten eine Verantwortung, sagte Ufo-Geschäftsführer Nicoley Baublies. ""Sie werden über die Zukunft des Konzerns und seiner Mitarbeiterinnen und Mitarbeiter mitentscheiden. Sollte eine Mehrheit zur Annahme der Staatshilfen erreicht werden, dann sind auch wir davon überzeugt, dass die Lufthansa mit allen Arbeitnehmern an Bord gut aus dieser Krise kommt.""
Auch die VC wandte sich an die Aktionäre. Man verstehe jeden Anteilseigner, der Zweifel wegen der schwierigen Auflagen und Bedingungen habe, die mit den staatlichen Hilfen verbunden seien. Dennoch könne die Lufthansa nur ""mit der Sicherheit eines Rettungspaketes zu alter Stärke und Stabilität"" zurückfinden. ""Ein Schutzschirmverfahren wäre hingegen unkalkulierbar und würde die Risiken für Unternehmen, Mitarbeiter und Aktionäre im gleichen Maße in die Höhe treiben"", so VC-Präsident Markus Wahl.
Komplikationen zwischen den einzelnen Staatshilfen
Am kommenden Donnerstag sollen die Anteilseigner in einer virtuellen Hauptversammlung darüber abstimmen. Auch die Genehmigung der EU-Kommission für das deutsche Rettungspaket steht noch aus. Dabei soll die Lufthansa Group nicht nur in Deutschland staatliche Hilfen bekommen. Auch in den Ländern der größten Airline-Beteiligungen wurde verhandelt.
So hat die Schweiz eine 85-Prozent-Bürgschaft für Swiss bis zu einer Höhe von 1,5 Milliarden Franken bewilligt. Österreich hat der Lufthansa-Tochter Austrian derweil 150 Millionen Euro neues Eigenkapital zugesagt. Zudem gibt es jeweils umfangreiche Kreditzusagen. Allerdings wartet man nun noch auf die Genehmigung für das deutsche Paket, bevor die Mittel fließen. In Belgien wartet man mit den Hilfszusagen für Brussels Airlines sogar noch komplett ab.
 Lesen Sie auch: Rettungspaket für Lufthansa-Tochter Austrian steht

Aber auch Lufthansa selbst will nun offenbar nachverhandeln. ""Bloomberg"" zitiert gut informierte Kreise damit, dass der Konzern die Hilfsmittel aus Deutschland verringern wolle, da die Bedingungen der Vereinbarungen in den anderen Ländern günstiger seien. Deutschland derweil will sich gegen die österreichischen Forderungen wehren, dass Wien zu einem größeren Drehkreuz innerhalb der Lufthansa-Group wird, was Frankfurt und München schaden kann.",Jetzt wollen alle das Lufthansa-Rettungspaket nachverhandeln,19.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/tui-halbierung-tuifly-flotte/56046,"Der Tui-Aufsichtsrat hat einer vom Tuifly-Management vorgeschlagenen Schrumpfkur zugestimmt. Die Flotte soll um mehr als die Hälfte auf 17 Maschinen reduziert werden. Gewerkschaften befürchten Hunderte Entlassungen. Tui will den Betrieb seiner Airlines nun bündeln.
            
Der Aufsichtsrat der Tui hatte den vom Tuifly-Management geplanten Sparkurs beschlossen. Bei Tuifly soll die Flotte nun um mehr als die Hälfte schrumpfen - mit entsprechenden Folgen für Jobs und Standorte.
Die Arbeitnehmervertreter hätten zwar gegen die Pläne gestimmt, hieß es aus der Gewerkschaft Verdi nach der Sitzung des Kontrollgremiums am Donnerstagabend in Hannover. Am Ende habe sich aber die Arbeitgeberseite durchgesetzt.
Mit der Reduzierung von derzeit 39 Boeing 737 auf nur noch 17 Flugzeuge sollen Hunderte Arbeitsplätze an den Standorten in Bremen, Köln, Hamburg, Berlin, Münster und Nürnberg gestrichen werden, hieß es.
Zur Zahl der akut bedrohten Arbeitsplätze gab es zunächst keine Angaben - zuletzt war von möglicherweise bis zu 900 Vollzeitstellen die Rede. 720 beim fliegenden Personal sowie 280 beim Bodenpersonal, in der Technik und Verwaltung.
Tui-Airline-Marken sollen gebündelt werden
Tuifly-Chef Oliver Lackmann trat am Abend vor die Mitarbeiter. Der Druck in der gesamten Luftverkehrs- und Touristikbranche sei angesichts des so gut wie ausgefallenen Geschäfts der letzten drei Monate so hoch, dass man jetzt handeln müsse.
In einer schriftlichen Erklärung betonte der Manager anschließend: ""Die Entscheidung macht sich niemand leicht. Aber die Tuifly-Flotte ist für die Kundenzahl unseres deutschen Tui-Reiseveranstalters zu groß."" Aufgabe der Airline ist es vor allem, als Zubringer für Tui-Kunden zu agieren.
Die europäischen Airline-Marken von Tui sollen nun gebündelt werden. Hauptsitz bleibe Hannover. ""Ein Abbau von Stellen ist bei Tuifly in der Technik, Verwaltung sowie bei Crews vorgesehen"", sagte Lackmann. Hannover und Düsseldorf sollen die wichtigsten Standorte sein, auch in Frankfurt, München und Stuttgart soll der Betrieb weitergehen.
Laut Verdi soll die Technik in Hamburg komplett geschlossen werden. In Hannover sollen erhebliche Kürzungen bei der Base Maintenance - also regelmäßigen, längeren Checks von Flugzeugen - bevorstehen.
 Lesen Sie auch: Kaum Annäherung bei rundem Tisch zu Tuifly

Gewerkschaften warnen vor Outsourcing
Gewerkschafter kritisierten das Vorhaben scharf. Sie verwiesen erneut darauf, dass die Tui-Gruppe schon einen staatlichen Milliardenkredit im Kampf gegen die Umsatzrückgänge in der Corona-Krise erhält. Tui sei der weltgrößte Reisekonzern und verfüge über eine gute Buchungslage für die kommende Winter- und die folgende Sommersaison. Tuifly plane, die Kapazitäten billig im Ausland über externe Subunternehmer zuzukaufen.
Bei Tuifly gibt es aktuell rechnerisch in Vollzeit rund 2000 Jobs, davon 1400 Piloten und Flugbegleiter. Vor der Konzernzentrale in Hannover hatten Verdi sowie die Pilotengewerkschaft Vereinigung Cockpit eine Kundgebung mit rund 300 Mitarbeitern aus ganz Deutschland organisiert.
Dass die Tuifly nun Druck aufbaue, bevor überhaupt mit den Arbeitnehmervertretern verhandelt wurde, sei offensichtlich ein taktisches Manöver, so die Pilotengewerkschaft. ""Es ist der falsche Weg und zutiefst verwerflich, dass das Unternehmen die Corona-Krise nutzt, um deutsche Arbeitsplätze mithilfe von deutschem Steuergeld abzubauen"" kommentierte VC-Präsident Markus Wahl die Beschlüsse.
Betriebsräte waren das Tuifly-Management ebenfalls hart angegangen. Sie sehen die Lasten der Viruskrise teils als Vorwand: Der Konzern wolle von einer nicht hinreichenden Finanzausstattung etwa infolge zu hoher Dividendenzahlungen ablenken.
Tuifly steht schon lange auf der Tui-Sparliste
Die Fronten zwischen Belegschaft und Unternehmensführung gelten bereits seit Langem als verhärtet. Bereits mehrfach hatte das Management angesetzt, die deutsche Fluggesellschaft deutlich zu verkleinern. Zuletzt kam es 2016 zu Verwerfungen um den Zukunftskurs und Bummelstreiks der Belegschaft.
Zuvor kam es 2009 und 2014 zu teils heftigen Auseinandersetzungen mit den Beschäftigten, die sich im Endeffekt aber immer durchsetzen konnte und einen deutlichen Abbau von Kapazitäten bei Tuifly verhindern konnte.
Insgesamt sind bei Tui nun bis zu 8000 zu streichende Stellen im Konzern in der Diskussion, vor allem im Ausland. Konzernchef Fritz Joussen hatte zu Beginn der Corona-Krise gesagt, man müsse nun das ""Geld zusammenhalten"".",Tui beschließt drastischen Stellenabbau bei Tuifly,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/eugh-nicht-eu-buerger-daueraufenthaltskarte-visa/56045,"Der europäische Gerichtshof gibt einer Klage von Ryanair statt, nachdem diese einen Ukrainer mit EU-Daueraufenthaltskarte aber ohne Visum nach Ungarn transportierte, die dortigen Behörden jedoch die Einreise verweigerten und der Airline eine Geldbuße auferlegten.
            
Nicht-EU-Bürger mit gültiger Daueraufenthaltskarte brauchen für Reisen innerhalb der EU nach einem Urteil des Europäischen Gerichtshofs kein Visum. Das entschieden die Luxemburger Richter am Donnerstag (Rechtssache C-754/18).
Hintergrund ist der Fall eines Ukrainers, der von London nach Budapest geflogen war. Bei seiner Einreise stellte die ungarische Polizei jedoch fest, dass der Mann kein Visum besaß, sondern eine vom Vereinigten Königreich ausgestellte Daueraufenthaltskarte. Damit können sich Nicht-EU-Bürger unter anderem freier innerhalb der EU bewegen - etwa zum Studieren oder zum Arbeiten.
Daueraufenthaltskarten nur für Familienmitglieder von EU-Bürgern
Die ungarische Polizei verweigerte dem Mann jedoch die Einreise und verlangte von der Fluggesellschaft Ryanair, ihn nach London zurückzubringen. Außerdem verhängte sie eine Geldbuße in Höhe von 3000 Euro gegen die Airline, da sie die Reisedokumente des Mannes nicht ausreichend geprüft habe.
Ryanair klagte vor einem ungarischen Gericht gegen die Geldstrafe. Nach Ansicht des Unternehmens sei der Fluggast aufgrund seiner Daueraufenthaltskarte zur Einreise ohne Visum berechtigt gewesen.
 Lesen Sie auch: EuGH: Keine Entschädigung von Airline für Verspätung wegen ""Unruly Passenger""

Der EuGH gab der Airline nun Recht. Er begründete sein Urteil damit, dass die Ausstellung von Daueraufenthaltskarten die Integration der Betroffenen in die EU unterstützen solle. Die Richter betonten jedoch, dass Daueraufenthaltskarten nur an Familienmitglieder von EU-Bürgern ausgestellt werden dürften.",EuGh: Nicht-EU-Bürger mit Daueraufenthaltskarte brauchen keine Visa,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/us-abgeordnete-faa-chef-vorwuerfe-anhoerung/56044,"Die Aufklärungsarbeit von Ermittlungsbehörden zu behindern, ist in den USA eine besonders schwerwiegende Anschuldigung. Mit dieser konfrontiert nun der US-Kongress die Luftfahrtbehörde FAA für ihr Verhalten im Nachgang der beiden 737-Max-Abstürze.
            
Der Leiter der US-Luftfahrtbehörde FAA, Steve Dickson, hat sich nach den verheerenden Abstürzen zweier Boeing-Jets während einer Anhörung vor dem US-Kongress heftige Vorwürfe der Abgeordneten anhören müssen.
Die Behörde habe versucht, die Ermittlungen zur Aufarbeitung der Unglücke mit Absicht zu behindern, kritisierte der Spitzenpolitiker Roger Wicker von der republikanischen Partei bei einer Senatsanhörung am Mittwoch (Ortszeit) in Washington. ""Herr Dickson, ich mache Sie hierfür verantwortlich"", sagte der Senator des Bundesstaats Mississippi und Vorsitzende des Ausschusses für Handel, Wissenschaft und Verkehr.
Behördenleiter Dickson räumte zwar Fehler ein, wies die Anschuldigungen einer Mauertaktik bei den Ermittlungen und einer ""Kultur der Geheimhaltung"" bei der FAA aber entschieden zurück. Sowohl Boeing als auch die Aufsicht stehen wegen der Unglücke, bei denen insgesamt 346 Menschen starben, stark in der Kritik. Boeing wird angelastet, die 737 Max im Wettbewerb mit Airbus überstürzt auf den Markt gebracht und dabei die Sicherheit vernachlässigt zu haben. Der FAA wird vorgeworfen, sie habe bei der Zertifizierung die Augen zugedrückt und sich vom Hersteller an der Nase herumführen lassen.
Keine internen FAA-Fristen für Max-Wiederzulassung
Laut FAA-Chef Dickson, der das Amt erst im August 2019 - Monate nach den beiden Boeing-Abstürzen - übernahm, hat die Behörde ihre Aufsichtsprozesse angesichts der Kritik schon auf den Prüfstand gestellt. Die FAA habe bereits damit begonnen, ihre Mechanismen zu überarbeiten und begrüße dabei Vorschläge aus der Politik. Dickson betonte, dass es bei der Wiederzulassung des Unglücksfliegers 737 Max keine Fristen für seine Mitarbeiter gebe. Boeing will das Modell, für das kurz nach dem zweiten Absturz im März 2019 Startverbote verhängt wurden, gerne noch in diesem Sommer wieder in den Betrieb bringen.
 Lesen Sie auch: FAA beginnt Reform von Aufsichtsprozessen

Ob bei der Zertifizierung der 737 Max alles mit rechten Dingen zuging, ist Gegenstand verschiedener Ermittlungen. Es gibt den Verdacht, dass sich die FAA von Boeing hat täuschen lassen und wichtige Informationen bei der Zulassung unterschlagen wurden. Heikle Interna belasteten das Verhältnis des Unternehmens zu der Behörde zeitweise so stark, dass die Spannungen als ein Grund für den Rauswurf von Ex-Konzernchef Dennis Muilenburg im Dezember galten. Boeing musste sich für brisante Mitarbeiter-Chats rechtfertigen, in denen es unter anderem zur 737 Max hieß: ""Dieses Flugzeug ist von Clowns entworfen, die wiederum von Affen beaufsichtigt werden.""",US-Abgeordnete machen FAA-Chef bei Anhörung schwere Vorwürfe,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/qatar-auslieferungen/56042,"Qatar Airways wird alle für 2020 und 2021 geplanten Auslieferungen von Airbus und Boeing zurückstellen. Möglicherweise sogar um acht bis zehn Jahre, wie Airline-Chef Al Baker gegenüber ""Aljazeera"" erklärte. Der Golf-Carrier hat bei Airbus noch rund 80 offene Bestellungen - bei Boeing sind es rund 30 Jets.",Qatar will Flugzeugauslieferungen deutlich verschieben,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/iata-passagierprognosen/56041,"Noch weniger Passagiere und noch weniger Jobs als ohnehin schon sagt die Iata in einer aktualisierten Prognose für die Zukunft der deutschen und europäischen Luftverkehrsbranche vorher. Und das ist vielleicht noch nicht der Tiefpunkt.
            
Die Aussichten für den Luftverkehr in Europa haben sich nach Einschätzung des Branchenverbands Iata noch weiter eingetrübt. ""Das Schlimmste könnte noch bevorstehen"", teilte ein Iata-Sprecher mit. Im Vergleich zu den eigenen Prognosen vom April korrigierten die neuesten IATA-Vorhersagen die Zahl der Passagier- und Arbeitsplatzverluste noch einmal.
Für Deutschland gehe die Iata nicht nicht mehr von einem Minus von 103 Millionen Passagieren für 2020 aus, sondern von 113 Millionen, hieß es. Statt 480.000 Jobs seien in Deutschland nun mehr als 530.000 Arbeitsplätze gefährdet, die vom Luftverkehr wesentlich abhingen. Die Maßnahmen zur Eindämmung der Coronakrise belasteten die Branche trotz der jüngsten Wiederaufnahme des Flugbetriebs weiterhin enorm. Gerade die Quarantäne-Bestimmungen schreckten viele von Buchungen ab.",Iata korrigiert Passagierprognosen weiter nach unten,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/caterer-do-co-millionenverlust/56040,"Das Cateringunternehmen Do&Co hat das Geschäftsjahr 2019/20 mit einem Minus von rund 25 Millionen Euro abgeschlossen, berichtet der ""Kurier"" aus Österreich. Im vergangenen Jahr hatte das börsennotierte Unternehmen noch einen Gewinn von 26,4 Millionen Euro ausgewiesen. Das Minus ist eine Folge der Corona-Krise.",Caterer Do&Co mit zweistelligem Millionenverlust,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/drv-lufthansa-rueckfluggarantie-kunden-vertriebskanaele/56038,"Der DRV warnt, dass die von Lufthansa ""vollmundig angekündigte"" Rückfluggarantie viele Kunden ausschließe. Die Ungleichbehandlung sei mit Blick auf die Staatshilfen inakzeptable.
            
Nach Ansicht des Deutschen Reiseverbands (DRV) werden viele Kunden der Lufthansa Group nicht von deren Ankündigung einer generellen Rückfluggarantie profitieren können. Das liege daran, dass Lufthansa, Swiss und Austrian Airlines die Zusicherung des Rücktransports im Krankheitsfall oder bei Einreiseproblemen am Zielort nur Kunden bis zum Januar 2021 gewährten, die direkt auf der Website der Airlines ihre Flüge gebucht haben, so der Verband.
""Damit sind die unzähligen Buchungen von Reiseveranstaltergästen und Einzelbuchungen von Reisebüros außen vor"", kommentierte Ralf Hieke, Vizepräsident der mittelständischen Reisemittler im DRV das Vorgehen. Er fordere ein sofortiges Einbeziehen auch aller anderen Buchungswege und Vertriebssysteme. ""Ein so elementares Sicherheitsversprechen an den Buchungsweg zu knüpfen ist schlicht erbärmlich"", so Hieke. Insbesondere vor dem Hintergrund der umfangreichen Staatshilfen für die Airlines sei das Vorgehen inakzeptabel.
 Lesen Sie auch: Lufthansa Group macht ""Rückfluggarantie"" für Europa-Kunden offiziell

Kunden, die eine Pauschalreise gebucht haben, zu der auch ein Lufthansa-Flug gehöre, müssten sich jedoch ohnehin keine Sorgen machen, merkt der DRV an. Sie seien immer auf der sicheren Seite und könnten durch die Reiseveranstalter ohnehin auf eine Rückfluggarantie zählen: ""Und das nicht nur bis Ende August.""",DRV fordert Lufthansa-Rückfluggarantie für Kunden aller Vertriebskanäle,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/bundesgericht-klagen-s21-bauprojekte-flughafen-stuttgart/56037,Die Bauarbeiten für das Großprojekt Stuttgart 21 im Bereich des Landesflughafens können weitergehen. Das Bundesverwaltungsgericht in Leipzig wies nun Klagen des Umweltverbands Nabu und der Schutzgemeinschaft Filder gegen die Planungen für das endgültig Teilstück zurück.,Bundesgericht weist Klagen gegen S21-Bauprojekte am Flughafen Stuttgart zurück,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/zentraleuropaeische-luftraumbloecke-zusammenarbeit/56036,"Die Flugsicherungsorganisationen des Functional Airspace Block Central Europe (FAB CE), sowie die des Bereichs Europe Central (FABEC), zu dem die Deutsche Flugsicherung (DFS) gehört, streben eine engere Zusammenarbeit an. In Vorbereitung zum Single European Sky gehe es dabei um Anpassung der Luftraumstrukturen und ein besseres Kapazitätsmangement, teilte die DFS mit.",Zentraleuropäische Luftraumblöcke kündigen engere Zusammenarbeit an,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/studie-bis-2028-bedarf-60-000-piloten-flugtaxis/56035,"Bis zum Jahr 2028 könnten Anbieter für Flugtaxi-Dienste bis zu 60.000 Piloten für ihren Betrieb benötigen, zitiert ""Der Tagesspiegel"" aus einer McKensey-Studie. Denn es werde sicher noch länger dauern, bis selbstfliegende Fluggeräte für den Passagiertransport zugelassen werden.",Studie: Bis 2028 besteht Bedarf an bis zu 60.000 Piloten für Flugtaxis,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
https://www.airliners.de/flughafen-duesseldorf-corona-viren-roboter/56034,"140 Kilo schwer und mannshoch: Ein Roboter fährt laut Flughafen Düsseldorf jetzt durch
das Terminal, um mit ultraviolettem Licht unter anderem das
Coronavirus zu bekämpfen.
            
Am Flughafen Düsseldorf fährt seit neuestem ein Roboter durch die Terminalgebäude, um Keime zu entdecken und zu bekämpfen. Das Gerät kann in einem 360 Grad-Radius UV-Licht ausstrahlen und so Viren und Bakterien abtöten. Der Roboter wird per Tablet gesteuert und laut Flughafen nur dann eingesetzt, wenn die betreffenden Bereiche menschenleer sind
""Normalerweise kommt der UV-Desinfektionsroboter bei der Desinfektion von Räumlichkeiten in Krankenhäusern, Kliniken, Arztpraxen und Laboren zum Einsatz"", so der Flughafen in einer Mitteilung. Der Einsatz sei zunächst als Test gedacht. Der Roboter könnte ""eine effektive Ergänzung zur herkömmlichen Reinigungsleistung an stark frequentierten Stellen im Terminal sein"", erklärte der Flughafen.",Flughafen Düsseldorf sucht und bekämpft Corona-Viren mit Roboter,18.06.2020,Airliner.de,Allgemein,Global,Deutschland,Berlin
